text,script_type,vertical,source_url,date_scraped,source
TRENDING Breaking|Feedback|ePratibha|E-PAPER|Pratibha  ఆంధ్రప్రదేశ్  తెలంగాణ  ఫీచర్ పేజీలు  ఇంకా..  ‘థగ్‌ లైఫ్‌’ ఫలితంపై మణిరత్నం స్పందించారు. ప్రేక్షకులు మరో క్లాసిక్‌ను ఆశించారని అన్నారు. By Entertainment Team Published : 23 Jun 2025 14:00 IST Font size ABC ABC ABC   1 min read  ఇంటర్నెట్ డెస్క్‌: తన దర్శకత్వంలో వచ్చిన ‘థగ్‌ లైఫ్‌’ (Thug Life) ప్రేక్షకుల అంచనాలను అందుకోలేకపోయిందన్నారు దర్శకుడు మణిరత్నం (Mani Ratnam). ఈ విషయంలో ఆడియన్స్‌కు క్షమాపణలు చెప్పారు. ప్రేక్షకులు మరో క్లాసిక్‌ను ఆశించారని అన్నారు. తాజాగా ఓ ఇంటర్వ్యూలో ‘థగ్‌ లైఫ్‌’ ఫలితంపై స్పందించారు. ‘‘మా ఇద్దరి నుంచి మరో ‘నాయకుడు’ను ఆశించిన వారికి నేను చెప్పగలిగేది ఒక్కటే. మమ్మల్ని క్షమించండి. ఆ సినిమా కంటే తక్కువ దాన్ని చేయడం మా ఉద్దేశం కాదు. అలాంటి ఆలోచన మాకెప్పుడూ లేదు. అలా ఎలా చేయాలనుకుంటాం. మేం పూర్తిగా భిన్నమైనదాన్ని అందించాలనుకున్నాం. ఎక్కువ అంచనా వేయడంతో మేం అనుకోని ఫలితాన్ని అందుకున్నాం. మేము అందించిన దానికంటే ఆడియన్స్‌ భిన్నంగా కోరుకున్నారని అర్థం చేసుకున్నా’’ అని మణిరత్నం అన్నారు. ప్రస్తుతం ఆయన తన తర్వాత సినిమా పనుల్లో బిజీగా ఉన్నారు. ఒక పవర్‌ఫుల్‌ స్క్రిప్ట్‌తో వచ్చేందుకు సిద్ధమయ్యారు. దీనికి సంబంధించిన పనులు కూడా ప్రారంభించారు. క‌మ‌ల్‌ హాస‌న్ (Kamal Haasan) - మ‌ణిర‌త్నం ఈ కాంబినేషన్‌కు ఎంతో ప్రత్యేకత ఉంది. వీరిద్దరి కాంబినేషన్‌లో వచ్చిన ‘నాయకుడు’ అప్పట్లో సంచలనం సృష్టించింది. దాదాపు 37 ఏళ్ల తర్వాత వీరిద్దరి కాంబోలో తెరకెక్కిన చిత్రమే ‘థగ్‌ లైఫ్‌’. దీంతో ఈ సినిమాపై ప్రేక్షకులు భారీ అంచనాలు పెట్టుకున్నారు. జూన్‌ 5న విడుదలైన ఈ సినిమా వాటిని అందుకోవడంలో విఫలమైంది. ► Movies News Telugu News ► Facebook Twitter Instagram Google News Tags :   గమనిక:ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ,Code-mixed,General,https://www.eenadu.net/telugu-news/movies/mani-ratnam-opens-up-about-thug-life-result/0210/125112474,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,General,https://www.eenadu.net/telugu-news/movies/mani-ratnam-opens-up-about-thug-life-result/0210/125112474,2025-06-24,eenadu
సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు. గమనిక:ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ,Telugu,General,https://www.eenadu.net/telugu-news/movies/mani-ratnam-opens-up-about-thug-life-result/0210/125112474,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,General,https://www.eenadu.net/telugu-news/movies/mani-ratnam-opens-up-about-thug-life-result/0210/125112474,2025-06-24,eenadu
సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు. గమనిక: గమనిక: ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ,Telugu,General,https://www.eenadu.net/telugu-news/movies/mani-ratnam-opens-up-about-thug-life-result/0210/125112474,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,General,https://www.eenadu.net/telugu-news/movies/mani-ratnam-opens-up-about-thug-life-result/0210/125112474,2025-06-24,eenadu
"సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు.   (Latest News) News Feature Pages Other Websites Follow Us For Editorial Feedback eMail: infonet@eenadu.net For digital advertisementsContact : 040 - 23318181eMail:marketing@eenadu.in GST AP - 37AAACU2690P1ZQ GST TG - 36AAACU2690P1ZS  © 1999 - 2025 Ushodaya Enterprises Pvt.Ltd,All rights reserved. Powered By Margadarsi Computers App Contents of eenadu.net are copyright protected.Copy and/or reproduction and/or re-use of contentsor any part thereof, without consent of UEPL is illegal.Such persons will be prosecuted. This website follows theDNPA Code of Ethics.   Privacy and cookie settings",Code-mixed,General,https://www.eenadu.net/telugu-news/movies/mani-ratnam-opens-up-about-thug-life-result/0210/125112474,2025-06-24,eenadu
"TRENDING Breaking|Feedback|ePratibha|E-PAPER|Pratibha  ఆంధ్రప్రదేశ్  తెలంగాణ  ఫీచర్ పేజీలు  ఇంకా..  కూటమి ప్రభుత్వం విజయవంతంగా ఏడాది పాలన పూర్తి చేసుకుందని ఏపీ డిప్యూటీ సీఎం పవన్‌ కల్యాణ్‌ అన్నారు. తాను ఎప్పుడూ రాష్ట్రం బాగుకోసమే ఆలోచిస్తానని, 2019లో అధికారంలోకి వచ్చిన ప్రభుత్వం విధ్వంస పాలన చేసిందని తెలిపారు. By Andhra Pradesh News Team Updated : 23 Jun 2025 20:51 IST Font size ABC ABC ABC   2 min read  అమరావతి: కూటమి ప్రభుత్వం విజయవంతంగా ఏడాది పాలన పూర్తి చేసుకుందని ఏపీ డిప్యూటీ సీఎం పవన్‌ కల్యాణ్‌ అన్నారు. తాను ఎప్పుడూ రాష్ట్రం బాగుకోసమే ఆలోచిస్తానని, 2019లో అధికారంలోకి వచ్చిన ప్రభుత్వం విధ్వంస పాలన చేసిందని తెలిపారు. ఏడాది పాలనపై కూటమి ప్రభుత్వం ఏర్పాటు చేసిన ‘సుపరిపాలనలో తొలి అడుగు’ సమావేశంలో ఆయన మాట్లాడారు. ‘‘వైకాపా పాలనలో ప్రజలు అనేక ఇబ్బందులు పడ్డారు. అధికారులు కూడా భయపడేవారు. ఆఖరికి చంద్రబాబును కూడా అనేక రకాలుగా వేధించారు. వైకాపా పాలన చూశాక ఏపీకి అసలు వెలుగు వస్తుందా? అని అనుకున్నా. కూటమి ప్రభుత్వం రాకుంటే ఏపీ ఏమయ్యేదో అనిపించింది. కుటుంబ సభ్యులతో సహా మమ్మల్ని అనేక ఇబ్బందులు పెట్టారు. సుపరిపాలన అందించాలనే లక్ష్యంతో అందరం ముందుకొచ్చాం. మా పోరాటాన్ని ప్రజలు గుర్తించి మాకు అండగా నిలిచారు. ప్రధాని మోదీ రాష్ట్రానికి అండగా ఉన్నారు. కుదేలైన ఆర్థిక వ్యవస్థను చంద్రబాబు గాడిన పెడుతున్నారు. ఏడాది కాలంలో రూ.4 లక్షల కోట్ల పెట్టుబడులు రాబట్టాం. వైకాపా ప్రభుత్వం ,ఎస్సీ, ఎస్టీ సబ్‌ప్లాన్‌ నిధులను పక్కదారి పట్టించింది. గ్రామపంచాయతీలకు ఇచ్చే నిధులు పెంచాం. పల్లెపండగ ద్వారా గ్రామీణ రోడ్లకు మహర్దశ తెచ్చాం. వైకాపా నేతలు అధికారంలో ఉన్నప్పుడు చేసిన అరాచకాలే ఇప్పుడూ చేస్తున్నారు. గొంతులు కోస్తామనే బెదిరింపులకు, తాటాకు చప్పుళ్లకు భయపడేది లేదు. వైకాపాకి ప్రతిపక్షానికి కావాల్సిన సంఖ్య కూడా లేదు. ప్రతిపక్ష హోదా దక్కని వైకాపా వైఖరిలో ఏ మాత్రం మార్పు రాలేదు. శాంతిభద్రతల విషయంలో ఏమాత్రం ఉపేక్షించేది లేదు. మేం చట్టబద్ధంగా వ్యవహరించాలి కాబట్టి పద్ధతిగా ఉంటున్నాం. ఎన్నో దెబ్బలు తిని, ఇక్కడి వరకు వచ్చాం. పిచ్చివేషాలు వేస్తే తొక్కి నారతీస్తాం. ప్రజల్లో భయాందోళన కలిగించాలని చూస్తే సహించం’’ అని పవన్‌ హెచ్చరించారు. ► Andhra pradesh News Telugu News ► Facebook Twitter Instagram Google News Tags : Published : 23 Jun 2025 18:29 IST గమనిక:ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ",Code-mixed,Andhra-pradesh,https://www.eenadu.net/telugu-news/andhra-pradesh/deputy-cm-pawan-kalyan-speech-at-suparipalanalo-tholi-adugu-program/1701/125112555,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,Andhra-pradesh,https://www.eenadu.net/telugu-news/andhra-pradesh/deputy-cm-pawan-kalyan-speech-at-suparipalanalo-tholi-adugu-program/1701/125112555,2025-06-24,eenadu
సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు. గమనిక:ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ,Telugu,Andhra-pradesh,https://www.eenadu.net/telugu-news/andhra-pradesh/deputy-cm-pawan-kalyan-speech-at-suparipalanalo-tholi-adugu-program/1701/125112555,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,Andhra-pradesh,https://www.eenadu.net/telugu-news/andhra-pradesh/deputy-cm-pawan-kalyan-speech-at-suparipalanalo-tholi-adugu-program/1701/125112555,2025-06-24,eenadu
సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు. గమనిక: గమనిక: ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ,Telugu,Andhra-pradesh,https://www.eenadu.net/telugu-news/andhra-pradesh/deputy-cm-pawan-kalyan-speech-at-suparipalanalo-tholi-adugu-program/1701/125112555,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,Andhra-pradesh,https://www.eenadu.net/telugu-news/andhra-pradesh/deputy-cm-pawan-kalyan-speech-at-suparipalanalo-tholi-adugu-program/1701/125112555,2025-06-24,eenadu
"సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు.     (Latest News)  News Feature Pages Other Websites Follow Us For Editorial Feedback eMail: infonet@eenadu.net For digital advertisementsContact : 040 - 23318181eMail:marketing@eenadu.in GST AP - 37AAACU2690P1ZQ GST TG - 36AAACU2690P1ZS  © 1999 - 2025 Ushodaya Enterprises Pvt.Ltd,All rights reserved. Powered By Margadarsi Computers App Contents of eenadu.net are copyright protected.Copy and/or reproduction and/or re-use of contentsor any part thereof, without consent of UEPL is illegal.Such persons will be prosecuted. This website follows theDNPA Code of Ethics.   Privacy and cookie settings",Code-mixed,Andhra-pradesh,https://www.eenadu.net/telugu-news/andhra-pradesh/deputy-cm-pawan-kalyan-speech-at-suparipalanalo-tholi-adugu-program/1701/125112555,2025-06-24,eenadu
"TRENDING Breaking|Feedback|ePratibha|E-PAPER|Pratibha  ఆంధ్రప్రదేశ్  తెలంగాణ  ఫీచర్ పేజీలు  ఇంకా..  హర్మూజ్‌ జలసంధిని దిగ్బంధించేందుకు ఇరాన్‌ సిద్ధమవుతోంది. ఈ నేపథ్యంలో ప్రపంచ దేశాల ఒత్తిళ్లు తట్టుకొనేలా దాని నౌకాశక్తి ఉందా..? By International News Team Updated : 23 Jun 2025 17:50 IST Font size ABC ABC ABC   3 min read  Iran ఇంటర్నెట్‌డెస్క్‌: ప్రపంచ చమురు జీవనాడి హర్మూజ్‌ జలసంధిని మూసివేయడం అంటే ప్రపంచంలోని చాలా దేశాలపై ఏకకాలంలో ఒత్తిడి తెచ్చినట్లే. ఈ క్రమంలో ఇరాన్‌ను నయానో భయానో దానిని తొలగించేట్లు ఒప్పించేందుకు మిగిలిన దేశాలు ప్రయత్నాలు చేస్తాయనడంలో సందేహం లేదు. ఈ క్రమంలో టెహ్రాన్‌కు బలమైన నౌకాదళం ఉంటేగానీ అది సాధ్యం కాదు. ప్రస్తుతం దాని నేవీ అందుకు సరిపోతుందా..? ఇరాన్‌ ప్రధాన నౌకాదళంతో పాటు రివల్యూషనరీ గార్డ్స్‌ కోర్‌ (ఐఆర్‌జీసీ)కి కూడా నేవీ విభాగం ఉంది. ఈ రెండు దళాలు సమన్వయంతో పనిచేస్తూ.. పర్షియన్‌ గల్ఫ్‌, కాస్పియన్‌ సముద్రంలో ఇరాన్‌ ప్రయోజనాలను కాపాడుతాయి. ఈ రెండు దళాలను కలిపితే పెద్ద సంఖ్యలో నౌకలు, సబ్‌మెరైన్లు దాని అమ్ముల పొదిలో ఉన్నట్లే. 1979 ఇస్లామిక్‌ రివల్యూషన్‌ తర్వాత నుంచి ఇరాన్‌ తన మిలిటరీ శక్తిని గణనీయంగా పెంచుకొంది. ఇరాన్‌ నేవీకి చెందిన ప్రధాన ఆయుధాలు నౌకాదళం వద్దే ఉన్నాయి. 100కుపైగా వార్‌షిప్‌లు, సబ్‌మెరైన్లు దీని సొంతం. మొత్తం 18,500 మంది ఇందులో పనిచేస్తున్నారు. 2024 గ్లోబల్‌ ఫైర్‌ పవర్‌ ఇండెక్స్‌ ప్రకారం ప్రపంచంలోని మొత్తం 145 నేవీల్లో ఇది 37వ స్థానంలో ఉంది. అంతర్జాతీయ ఆంక్షలు ఉన్నా.. అత్యాధునిక యుద్ధనౌకలను ఇది సమకూర్చుకొంది. ఇరాన్‌ నేవీకి పర్షియన్‌ గల్ఫ్‌, కాస్పియన్‌ సముద్రంలో స్థావరాలున్నాయి. బందర్‌ అబ్బాస్‌ బేస్‌: జస్క్‌ బేస్‌: చాబహార్‌ బేస్‌: బందర్‌-ఈ అంజాలీ బేస్‌: ఖర్గ్‌ స్థావరం: ఇమామ్‌ అలీ బేస్‌: ఈ స్థావరాలకు అదనంగా ఐఆర్‌జీసీకి హర్మూజ్‌ జలసంధి వద్ద సిర్క్‌, అబుముసా బేస్‌లు ఉన్నాయి. వీటిల్లో మిసైల్‌ డిఫెన్స్‌ వ్యవస్థలు సహా అత్యాధునిక ఆయుధాలను మోహరించారు. ► World News Telugu News ► Facebook Twitter Instagram Google News Tags : Published : 23 Jun 2025 16:24 IST  గమనిక:ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ",Code-mixed,General,https://www.eenadu.net/telugu-news/world/here-is-what-we-know-about-irans-naval-capabilities/0800/125112501,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,General,https://www.eenadu.net/telugu-news/world/here-is-what-we-know-about-irans-naval-capabilities/0800/125112501,2025-06-24,eenadu
సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు. గమనిక:ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ,Telugu,General,https://www.eenadu.net/telugu-news/world/here-is-what-we-know-about-irans-naval-capabilities/0800/125112501,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,General,https://www.eenadu.net/telugu-news/world/here-is-what-we-know-about-irans-naval-capabilities/0800/125112501,2025-06-24,eenadu
సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు. గమనిక: గమనిక: ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ,Telugu,General,https://www.eenadu.net/telugu-news/world/here-is-what-we-know-about-irans-naval-capabilities/0800/125112501,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,General,https://www.eenadu.net/telugu-news/world/here-is-what-we-know-about-irans-naval-capabilities/0800/125112501,2025-06-24,eenadu
"సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు.  ఇరాన్- ఇజ్రాయెల్ యుద్ధంతో పశ్చిమాసియా ఇప్పటికే రగులుతుండగా.. అందులోకి నేరుగా ప్రవేశించి అగ్రరాజ్యం అమెరికా.... అగ్నికి ఆజ్యం పోసింది. (Latest News) News Feature Pages Other Websites Follow Us For Editorial Feedback eMail: infonet@eenadu.net For digital advertisementsContact : 040 - 23318181eMail:marketing@eenadu.in GST AP - 37AAACU2690P1ZQ GST TG - 36AAACU2690P1ZS  © 1999 - 2025 Ushodaya Enterprises Pvt.Ltd,All rights reserved. Powered By Margadarsi Computers App Contents of eenadu.net are copyright protected.Copy and/or reproduction and/or re-use of contentsor any part thereof, without consent of UEPL is illegal.Such persons will be prosecuted. This website follows theDNPA Code of Ethics.   Privacy and cookie settings",Code-mixed,General,https://www.eenadu.net/telugu-news/world/here-is-what-we-know-about-irans-naval-capabilities/0800/125112501,2025-06-24,eenadu
"TRENDING Breaking|Feedback|ePratibha|E-PAPER|Pratibha  ఆంధ్రప్రదేశ్  తెలంగాణ  ఫీచర్ పేజీలు  ఇంకా..  మోహన్‌లాల్‌, జీతూ జోసెఫ్‌ కాంబినేషన్‌లో రాబోతున్న ‘దృశ్యం3’ని అన్ని భాషల్లోనూ ఒకేసారి విడుదల చేయాలని చిత్ర బృందం భావిస్తోంది. By Entertainment Team Published : 23 Jun 2025 16:45 IST Font size ABC ABC ABC   2 min read  ఇంటర్నెట్‌డెస్క్‌: మోహన్‌లాల్‌ (Mohanlal), జీతూ జోసెఫ్‌ కాంబినేషన్‌లో వచ్చిన ‘దృశ్యం’ (Drishyam Movie) చిత్రాలు బాక్సాఫీస్‌ వద్ద ఎంతటి ఘన విజయాన్ని నమోదు చేశాయో అందరికీ తెలిసిందే. ఇప్పటికే రెండు చిత్రాలు విడుదల కాగా, ‘గతం ఎప్పటికీ నిశ్శబ్దంగా ఉండదు.. దృశ్యం-3  (Drishyam 3) రాబోతోంది’ అంటూ మూడో భాగాన్ని ప్రకటించారు. మరోవైపు జీతూ జోసెఫ్‌ కథతో సంబంధం లేకుండా హిందీ వెర్షన్‌లో ‘దృశ్యం3’ ఉంటుందని అజయ్‌ దేవ్‌గణ్‌ ప్రకటించడంతో సర్వత్రా చర్చనీయాంశమైంది. అజయ్‌ వ్యాఖ్యలతో ఇటు మలయాళం, అటు హిందీలో వేర్వేరు కథలతో ‘దృశ్యం3’ వస్తుందని అందరూ అనుకున్నారు. తాజాగా దర్శకుడు జీతూ జోసెఫ్‌ దీనిపై స్పష్టత (drishyam 3 movie update)ఇచ్చారు. మలయాళంలో తాను రాసిన కథతోనే హిందీ, తెలుగు భాషల్లో ‘దృశ్యం-3’ వస్తుందని స్పష్టం చేశారు. జీతూ జోసెఫ్‌ తాజాగా ఓ ఆంగ్ల మీడియాతో మాట్లాడుతూ ‘‘వేరొక కథతో ‘దృశ్యం3’ హిందీ వెర్షన్‌ వస్తుందని వార్తలు వచ్చాయి. అందులో నిజం లేదు. హిందీ చిత్రం కూడా నేను అందించిన కథతోనే తెరకెక్కనుంది. స్క్రిప్ట్‌ పని దాదాపు పూర్తయింది. తుది మెరుగులు దిద్దుతున్నాం. ఒకసారి పూర్తి స్క్రిప్ట్‌ సిద్ధమైతే, హిందీ మూవీ టీమ్‌కు దానిని అందజేస్తా. అక్కడి కల్చర్‌, పరిస్థితులకు అనుగుణంగా వాళ్లు కొన్ని మార్పులు చేసుకుంటారు’ అని జీతూ జోసెఫ్‌ అన్నారు. రెండు సినిమాలను ఒకేసారి షూట్‌ చేసే అవకాశం లేదా? అని అడగ్గా ‘‘ప్రస్తుతం దానిపై నిర్ణయం తీసుకోలేదు. కథానాయకుల డేట్స్‌ విషయంలో కొన్ని ఇబ్బందులు ఎదురయ్యే అవకాశం ఉంది. అయితే, మేమంతా ఒక ఆలోచన చేస్తున్నాం. మలయాళం, హిందీ, తెలుగు భాషల్లో ఒకేసారి షూట్‌ చేయలేకపోయినా, అన్ని భాషల్లోనూ ఒకేసారి విడుదల చేయాలన్న ఆలోచన మాత్రం ఉంది. వాళ్ల నుంచి కూడా ఈ ప్రతిపాదన వచ్చింది. ఇది చర్చల దశలో ఉంది. ప్రస్తుతం ఓటీటీల కాలం నడుస్తున్న నేపథ్యంలో వేర్వేరుగా విడుదల చేస్తే, ఇతర భాషల్లో ఈ సినిమాపై ప్రభావం చూపిస్తుంది’’ అని జీతూ జోసెఫ్‌ అభిప్రాయపడ్డారు. మలయాళంలో మొదటి రెండు సినిమాలకు జీతూ దర్శకత్వం వహించారు. ఇప్పుడు ‘పార్ట్‌3’కి ఆయనే దర్శకత్వం వహించనుండగా, హిందీలో ‘దృశ్యం’ను నిషికాంత్‌ కామత్‌, ‘దృశ్యం2’ అభిషేక్‌ పాఠక్‌ తీశారు. మరి మూడో భాగానికి ఎవరు దర్శకత్వం వహిస్తారో చూడాలి. ఇక అజయ్‌ దేవ్‌గణ్‌ విషయానికొస్తే ఇప్పటివరకూ ఉన్న సమాచారం ప్రకారం అభిషేక్‌ పాఠక్‌వైపే మొగ్గు చూపే అవకాశం ఉంది. తెలుగులో ‘దృశ్యం’ శ్రీప్రియ రూపొందించగా, ‘దృశ్యం2’ను జీతూ జోసెఫ్‌ తీర్చిదిద్దారు. మరి తెలుగులో మూడో భాగాన్ని తెరకెక్కించే అవకాశం ఎవరికి వస్తుందో చూడాలి. ► Movies News Telugu News ► Facebook Twitter Instagram Google News Tags :   గమనిక:ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ",Code-mixed,General,https://www.eenadu.net/telugu-news/movies/drishyam-3-considers-simultaneous-release-date/0205/125112516,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,General,https://www.eenadu.net/telugu-news/movies/drishyam-3-considers-simultaneous-release-date/0205/125112516,2025-06-24,eenadu
సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు. గమనిక:ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ,Telugu,General,https://www.eenadu.net/telugu-news/movies/drishyam-3-considers-simultaneous-release-date/0205/125112516,2025-06-24,eenadu
"దేశాల్లోని వ్యాపారస్తులు, సంస్థల నుంచి వస్తాయి. కొన్ని ప్రకటనలు పాఠకుల అభిరుచిననుసరించి కృత్రిమ మేధస్సుతో పంపబడతాయి. పాఠకులు తగిన జాగ్రత్త వహించి, ఉత్పత్తులు లేదా సేవల గురించి సముచిత విచారణ చేసి కొనుగోలు చేయాలి. ఆయా ఉత్పత్తులు /",Telugu,General,https://www.eenadu.net/telugu-news/movies/drishyam-3-considers-simultaneous-release-date/0205/125112516,2025-06-24,eenadu
సేవల నాణ్యత లేదా లోపాలకు ఈనాడు యాజమాన్యం బాధ్యత వహించదు. ఈ విషయంలో ఉత్తర ప్రత్యుత్తరాలకి తావు లేదు. గమనిక: గమనిక: ఈనాడు.నెట్‌లో కనిపించే వ్యాపార ప్రకటనలు వివిధ,Telugu,General,https://www.eenadu.net/telugu-news/movies/drishyam-3-considers-simultaneous-release-date/0205/125112516,2025-06-24,eenadu
